Date,Open,High,Low,Close
3/25/2015,0.000000,0.279999,-3.160004,-3.160004
3/26/2015,0.000000,2.119995,-0.160004,1.479996
3/27/2015,0.000000,0.129997,-1.659996,-1.320000
3/30/2015,0.000000,2.349999,-0.050003,2.320000
3/31/2015,0.000000,0.400002,-1.729995,-1.659996
4/1/2015,0.000000,0.300003,-1.720002,-0.570000
4/2/2015,0.000000,0.529999,-0.839997,0.290001
4/6/2015,0.000000,3.040001,-0.139999,2.879997
4/7/2015,0.000000,0.479996,-1.659996,-1.629997
4/8/2015,0.000000,0.550004,-0.879997,-0.250000
4/9/2015,0.000000,0.730004,-1.189994,0.710000
4/10/2015,0.000000,1.260002,-0.689995,1.150001
4/13/2015,0.000000,0.200012,-1.759994,-1.519997
4/14/2015,0.000000,0.290001,-1.089996,-0.699997
4/15/2015,0.000000,0.719993,-0.400002,0.369995
4/16/2015,0.000000,0.819999,-0.169998,-0.110001
4/17/2015,0.000000,0.589996,-1.090004,-0.800003
4/20/2015,0.000000,2.549995,-0.400002,2.029998
4/21/2015,0.000000,0.099991,-1.430008,-1.190002
4/22/2015,0.000000,1.879997,-0.669998,1.629997
4/23/2015,0.000000,2.119995,-0.160004,1.369995
4/24/2015,0.000000,0.140000,-1.260009,-0.210006
4/27/2015,0.000000,0.820007,-1.160004,0.339996
4/28/2015,0.000000,0.079986,-4.890000,-3.900009
4/29/2015,0.000000,1.429992,-1.860001,-1.520005
4/30/2015,0.000000,0.000000,-4.059997,-3.489997
5/1/2015,0.000000,4.030007,-0.799995,2.849999
5/4/2015,0.000000,1.070007,-1.240005,-0.800003
5/5/2015,0.000000,0.300003,-2.369995,-2.349991
5/6/2015,0.000000,0.190002,-3.199997,-1.549996
5/7/2015,0.000000,1.310005,-0.750000,0.490005
5/8/2015,0.000000,0.940003,-0.569999,0.940003
5/11/2015,0.000000,0.169999,-1.760002,-1.069999
5/12/2015,0.000000,1.279999,-0.779998,0.270005
5/13/2015,0.000000,1.040000,-0.279999,-0.140000
5/14/2015,0.000000,1.539993,-0.250000,1.539993
5/15/2015,0.000000,0.419998,-0.860000,-0.300003
5/18/2015,0.000000,2.339996,-0.020004,1.809997
5/19/2015,0.000000,0.190003,-1.050003,-0.619995
5/20/2015,0.000000,0.979996,-0.660004,0.059998
5/21/2015,0.000000,1.559998,-0.240005,1.319992
5/22/2015,0.000000,1.369995,-0.200012,0.939987
5/26/2015,0.000000,0.309998,-3.480011,-2.980011
5/27/2015,0.000000,1.919999,-0.289993,1.699997
5/28/2015,0.000000,0.089996,-0.759995,-0.080002
5/29/2015,0.000000,0.220001,-1.330002,-0.949997
6/1/2015,0.000000,1.110000,-0.229996,0.259994
6/2/2015,0.000000,0.800003,-0.539994,0.100006
6/3/2015,0.000000,0.279998,-0.760010,-0.540009
